,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
56,185.4722222,508.3333333,428.3888889,516.4722222,1457.638889,559.1388889,549.6944444,859.3611111
57,1123.083333,670.3888889,877.4166667,678.1111111,1286.333333,601.5277778,532.1666667,1009.222222
58,669.8055556,841.9444444,712.3888889,372.3888889,386.25,324.1666667,485.8055556,1136.138889
59,1126.111111,1214.138889,1055.861111,871.6388889,833.1944444,616.2777778,706.8888889,1104.305556
60,1500.361111,1282.777778,1089.638889,400.6388889,623.1666667,442.8333333,537.6666667,1221.277778
61,958.9166667,1609.694444,1055.777778,587.7222222,653.8055556,553.8611111,579.5,929.2222222
62,1142.277778,1193.166667,1066.805556,536.4166667,674.8611111,485.0833333,460.1388889,1347.611111
63,1437.416667,1231.888889,1723.527778,1381.444444,1776.916667,1498.027778,1550.833333,1407.972222
64,1897.027778,1048.833333,1216.083333,716.5277778,1021.416667,884.2777778,1138.944444,2676.194444
65,2023.027778,998.3611111,1240.666667,398.3888889,540.4722222,354.1666667,434.25,2443.055556
66,1988.222222,1740.5,2240.777778,1039.666667,1460.638889,593.8333333,604.4722222,2756.138889
67,3225.666667,2402.583333,2418.888889,606.0277778,1312.333333,434.9722222,429.5277778,3104.555556
68,387.7777778,454.5833333,733,724.6944444,1395.444444,663.1388889,724.25,2241.222222
69,620.6388889,693.5555556,520.0555556,677.25,3157.166667,615.0277778,569.6944444,1934.555556
70,463.5833333,367.4722222,400.6388889,330.5,2008.138889,345.8611111,324.4722222,1850.388889
71,302.2222222,209.1111111,645.8611111,759.75,976.8611111,837.7222222,946.8333333,654.3611111
72,1705.111111,1214.972222,1459.944444,1661.805556,1166.416667,1503.833333,1574,894.1388889
73,663.1111111,448.2222222,478.4444444,827.7777778,663.2777778,1521.666667,1441.861111,829.1944444
74,1144.916667,559.3333333,458.75,790.1388889,614.3055556,1097.388889,1145.555556,1439.944444
75,171.6944444,198.75,158.8611111,238.8333333,803.1111111,346.1944444,617.6944444,900.6111111
76,552.7777778,364.9722222,261.1944444,430.2777778,1248.055556,384.6388889,466.5,1965.916667
77,677.6666667,524.5833333,409.8055556,393.3055556,570.8333333,325.5277778,487.6388889,986.4166667
78,1182.055556,810.5277778,980.4444444,750.5,977.25,888.0555556,820.8611111,1361.777778
79,1319.555556,1267.138889,1349.166667,577.6388889,729.9444444,478.0833333,440.8055556,1195
80,1089.055556,1223.083333,1144.361111,940.6944444,1083.277778,569.2222222,476.25,1066.5
81,1353.166667,1562.194444,1237.5,588,643.6944444,421.1666667,597.4166667,1503.972222
82,1055.25,1675.472222,1901.222222,529.4166667,814,690.75,706.5,1462.027778
83,1385.277778,1341.166667,1434.75,876.25,1094.333333,775.8333333,676.6111111,1421.361111
