,Site9
1908,3425.0
1909,1322.0
1910,585.0
1911,2781.0
1912,4027.0
1913,2874.5
1914,4532.0
1915,4417.5
1916,4555.5
1917,2014.5
1918,4544.0
1919,3333.5
1920,3931.5
1921,3360.5
1922,3638.5
1923,4184.0
1924,3443.5
1925,4553.0
1926,3823.0
1927,4507.5
1928,4646.5
1929,1897.0
1930,3317.0
1931,3401.5
1932,4560.0
1933,6977.0
1934,6699.0
1935,6377.0
1936,6441.5
1937,1496.0
1938,4621.0
1939,3777.0
1940,5393.0
1941,5929.5
1942,5110.5
1943,1668.0
1944,4169.5
1945,5271.5
1946,4161.0
1947,6697.5
1948,4925.0
1949,2022.5
1950,2895.0
1951,4033.5
1952,3794.5
1953,1806.0
1954,2236.5
1955,2801.5
1956,6018.0
1957,4796.5
1958,5187.5
1959,2538.5
1960,3258.5
1961,3715.5
1962,4760.5
1963,4780.0
1964,5126.5
1965,3238.0
1966,5603.5
1967,8163.0
1968,8463.5
1969,8505.0
1970,8036.0
1971,8079.5
1972,3506.5
1973,2103.5
1974,5608.5
1975,3254.5
1976,3994.5
1977,4529.5
1978,5704.0
1979,4126.5
1980,5070.0
1981,5041.0
1982,4568.5
1983,7717.5
1984,8489.0
1985,3755.0
1986,4500.5
1987,6044.0
1988,5783.0
1989,4799.5
1990,7014.0
1991,3706.0
1992,4506.5
1993,6278.5
1994,7577.5
1995,6958.0
1996,6303.0
1997,3755.5
1998,8386.5
1999,6918.0
2000,7856.0
2001,3004.0
2002,1937.5
2003,3273.5
2004,7216.0
2005,8203.0
2006,8406.5
2007,4805.5
2008,8440.0
2009,8406.0
2010,7554.0
2011,6108.5
2012,6931.0
2013,2301.0
2014,4229.0
2015,2522.5
2016,6137.0
2017,4690.0
2018,6374.0
2019,8294.5
2020,8241.0
2021,7018.0
2022,8392.5
2023,8249.5
2024,8369.0
2025,8346.0
2026,6542.5
2027,6563.5
2028,8177.0
2029,8154.0
2030,8147.5
2031,8210.5
2032,8043.5
2033,7895.5
2034,8009.0
2035,7914.0
2036,7810.5
2037,4900.5
2038,7910.5
2039,7868.0
2040,7672.0
2041,7654.5
2042,7734.0
2043,6971.0
2044,7598.5
2045,7604.5
2046,6436.0
2047,7440.5
2048,6916.5
2049,7263.5
2050,7418.0
2051,7136.0
2052,7069.5
2053,4756.0
2054,5501.0
2055,7030.5
2056,6873.0
2057,6784.5
2058,6163.0
2059,5779.0
2060,6906.5
2061,6959.5
2062,6641.5
2063,6696.5
2064,5945.5
2065,3062.0
2066,6468.0
2067,6480.0
2068,6277.5
2069,5997.0
2070,5268.5
2071,5415.5
2072,6132.5
2073,6051.5
2074,6071.0
2075,5531.0
2076,2339.0
2077,3076.0
2078,4767.0
2079,5753.0
2080,5840.0
2081,5698.5
2082,5509.0
2083,1645.5
2084,5080.5
2085,5603.0
2086,5419.5
2087,5427.5
2088,5461.0
2089,5145.5
2090,5292.0
2091,5240.5
2092,5118.0
2093,4942.5
2094,3876.5
2095,5076.0
2096,2831.0
2097,797.0
2098,2239.0
2099,1513.5
2100,2534.5
2101,3574.5
2102,3256.0
2103,2335.0
2104,2974.5
2105,1625.5
2106,3271.0
2107,2128.0
2108,4199.0
2109,2385.5
2110,1259.0
2111,2180.5
2112,1570.5
2113,2219.0
2114,3018.5
2115,2118.0
2116,2147.0
2117,2432.5
2118,3600.5
2119,2949.0
2120,1326.0
2121,1379.0
2122,1718.0
2123,1734.5
2124,1370.0
2125,1417.5
2126,1244.0
2127,2341.5
2128,460.0
2129,933.5
2130,1892.5
2131,861.5
2132,1211.5
2133,615.0
2134,1983.5
2135,1613.5
2136,1666.5
2137,2160.0
2138,1766.0
2139,1099.5
2140,1315.0
2141,1040.0
2142,1102.5
2143,2272.5
2144,2407.0
2145,2447.5
2146,1708.0
2147,1924.5
2148,2347.0
2149,2429.0
2150,2373.5
2151,2335.0
2152,475.0
2153,733.0
2154,2101.5
2155,1551.5
2156,535.0
2157,620.0
2158,1238.0
2159,619.5
2160,615.5
2161,938.0
2162,974.5
2163,403.0
2164,656.5
2165,686.0
2166,1732.0
2167,1855.0
2168,2032.5
2169,1763.0
2170,616.0
2171,1939.5
2172,1739.0
2173,1485.5
2174,1817.0
2175,1942.5
2176,524.0
2177,267.0
2178,585.5
2179,235.0
2180,240.0
2181,341.0
2182,1156.0
2183,509.0
2184,1240.0
2185,406.5
2186,523.5
2187,382.0
2188,180.0
2189,266.0
2190,697.5
2191,913.5
2192,460.5
2193,1153.5
2194,656.5
2195,451.0
2196,275.0
2197,538.5
2198,543.5
2199,285.5
2200,909.5
2201,341.0
2202,454.5
2203,1089.5
2204,1570.0
2205,642.5
2206,441.0
2207,1484.5
2208,1337.5
2209,2094.5
2210,488.0
2211,1160.5
2212,811.0
2213,1140.5
2214,307.0
2215,850.5
2216,1479.0
2217,1461.0
2218,455.5
2219,1284.5
2220,306.5
2221,1527.5
2222,870.0
2223,841.5
2224,1581.0
2225,2177.5
2226,2660.0
2227,2236.0
2228,2224.5
2229,3295.0
2230,3359.0
2231,2252.0
2232,2587.5
2233,1759.0
2234,1713.5
2235,3644.0
2236,3579.0
2237,2714.5
2238,3828.5
2239,3900.5
2240,2182.5
2241,2243.5
2242,1105.5
2243,1248.0
2244,3280.0
2245,1951.5
2246,806.0
2247,1013.5
2248,1277.5
2249,3474.0
2250,2749.5
2251,2926.0
2252,3595.0
2253,1997.0
2254,2613.0
2255,2234.0
2256,601.0
2257,883.0
2258,2486.5
2259,3418.0
2260,3338.0
2261,3087.0
2262,3043.0
2263,2405.0
2264,1445.5
2265,3147.0
2266,3073.0
2267,5391.0
2268,2957.5
2269,2226.0
2270,2741.0
2271,2337.0
2272,2731.0
2273,2175.0
2274,3112.0
2275,4453.5
2276,4527.0
2277,1366.0
2278,3201.0
2279,3975.0
2280,4050.5
2281,2245.0
2282,3316.0
2283,5956.0
2284,3814.5
2285,3292.0
2286,4341.0
2287,3231.5
2288,3388.0
2289,4012.0
2290,4736.5
2291,5452.5
2292,3840.0
2293,2155.5
2294,2360.5
2295,5321.0
2296,3581.5
2297,6823.5
2298,6537.5
2299,5869.0
2300,4611.0
2301,7289.5
2302,7380.5
2303,7421.5
2304,6280.5
2305,3810.0
2306,6702.5
2307,7118.0
2308,4657.0
2309,7349.0
2310,5507.0
2311,7662.5
2312,7858.0
2313,7403.0
2314,6564.5
2315,4146.5
2316,1658.0
2317,5132.0
2318,7846.5
2319,6927.0
2320,6606.5
2321,6614.0
2322,8084.5
2323,8032.5
2324,6564.5
2325,7916.5
2326,7895.0
2327,8081.5
2328,3773.0
2329,6672.0
2330,5492.5
2331,4732.5
2332,3355.5
2333,3365.5
2334,5027.5
2335,4548.0
2336,2295.0
2337,3309.5
2338,6183.0
2339,7823.0
2340,3425.5
2341,2876.0
2342,3980.0
2343,4709.0
2344,4950.5
2345,5484.5
2346,6349.0
2347,6255.0
2348,4745.0
2349,2360.0
2350,4718.0
2351,7348.0
2352,2610.0
2353,2215.5
2354,3670.5
2355,3715.5
2356,6265.5
2357,6575.0
2358,5685.0
2359,6138.0
2360,7564.0
2361,8752.5
2362,8753.0
2363,8647.0
2364,8864.0
2365,8710.0
2366,8541.0
2367,8469.0
2368,7967.5
2369,6367.5
2370,8379.0
2371,8539.5
2372,8288.0
2373,8216.0
2374,7025.0
2375,2723.0
2376,3417.0
2377,8510.0
2378,8239.5
2379,7677.0
2380,5380.0
2381,5620.5
2382,2576.0
2383,6291.5
2384,8117.5
2385,7467.0
2386,8439.5
2387,8115.0
2388,8370.0
2389,7865.0
2390,8090.5
2391,7122.5
2392,4160.5
2393,8033.0
2394,8063.5
2395,8078.5
2396,7880.5
2397,7903.0
2398,6650.5
2399,6205.0
2400,3896.0
2401,7796.5
2402,7030.5
2403,7303.0
2404,7103.0
2405,7491.0
2406,7661.5
2407,6970.5
2408,6997.0
2409,6757.0
2410,6474.0
2411,7254.5
2412,6703.0
2413,7408.5
2414,7344.5
2415,7018.0
2416,4741.0
2417,3079.0
2418,5960.0
2419,6873.0
2420,6998.0
2421,6707.0
2422,5752.0
2423,6128.5
2424,4514.0
2425,4961.0
2426,6307.0
2427,6711.5
2428,6718.0
2429,6399.5
2430,2515.0
2431,3857.5
2432,6433.0
2433,6534.0
2434,5944.0
2435,5471.5
2436,5830.5
2437,5857.0
2438,6189.0
2439,6231.0
2440,6073.5
2441,5190.0
2442,6000.5
2443,5761.0
2444,5731.0
2445,4457.0
2446,3045.0
2447,3366.0
2448,3784.0
2449,4355.5
2450,3522.5
2451,2783.5
2452,1969.0
2453,2595.0
2454,5128.5
2455,5116.5
2456,5199.0
2457,5035.0
2458,4904.0
2459,4784.0
2460,4949.0
2461,4790.5
2462,4614.5
2463,3921.0
2464,4144.0
2465,2619.0
2466,3179.5
2467,4179.0
2468,1429.0
2469,3280.0
2470,1730.5
2471,4504.0
2472,3965.0
2473,4064.5
2474,4027.0
2475,3821.0
2476,2246.0
2477,901.0
2478,2354.0
2479,3695.0
2480,1554.0
2481,1128.0
2482,3088.5
2483,3622.0
2484,3549.5
2485,3200.0
2486,1960.5
2487,2411.0
2488,2600.0
2489,3070.5
2490,2441.5
2491,1644.5
2492,2745.0
2493,3147.5
2494,2200.0
2495,447.5
2496,902.0
2497,454.5
2498,889.0
2499,420.5
2500,557.5
2501,1195.5
2502,2275.5
2503,612.0
2504,1716.0
2505,643.0
2506,937.0
2507,1913.0
2508,525.5
2509,2192.5
2510,1368.0
2511,1022.0
2512,321.5
2513,1885.5
2514,1397.5
2515,514.0
2516,465.5
2517,942.5
2518,1698.0
2519,1206.0
2520,1270.5
2521,1618.5
2522,1233.5
2523,1310.0
2524,1780.5
2525,2188.5
2526,1911.0
2527,1091.0
2528,1601.5
2529,1240.0
2530,1272.5
2531,310.0
2532,1147.0
2533,940.5
2534,415.5
2535,917.5
2536,671.0
2537,243.0
2538,1584.5
2539,1191.5
2540,1531.0
2541,657.0
2542,728.0
2543,505.5
2544,1723.5
2545,1020.5
2546,1059.0
2547,327.0
2548,479.0
2549,415.5
2550,1227.0
2551,1399.0
2552,671.0
2553,1228.5
2554,1175.0
2555,340.5
2556,396.0
2557,631.5
2558,677.5
2559,440.0
2560,1300.0
2561,1217.5
2562,1628.0
2563,972.5
2564,1167.0
2565,1934.0
2566,2272.0
2567,796.0
2568,2256.0
2569,2320.0
2570,504.0
2571,1143.5
2572,1562.0
2573,1845.0
2574,1982.0
2575,906.0
2576,1834.5
2577,2146.0
2578,1876.5
2579,1686.5
2580,2479.0
2581,2393.5
2582,2761.5
2583,2465.5
2584,2796.5
2585,2876.0
2586,2969.0
2587,2446.5
2588,963.0
2589,2050.0
2590,2000.5
2591,1661.0
2592,871.0
2593,1964.5
2594,2283.0
2595,926.5
2596,1917.0
2597,2239.5
2598,2181.0
2599,698.0
2600,354.0
2601,1630.0
2602,3168.0
2603,2032.5
2604,1642.5
2605,2249.0
2606,2524.0
2607,1893.0
2608,2385.5
2609,889.5
2610,1351.0
2611,2154.0
2612,2075.0
2613,2068.5
2614,1759.5
2615,1355.0
2616,2787.0
2617,3223.0
2618,3726.0
2619,3569.5
2620,1636.5
2621,2418.0
2622,2081.5
2623,1494.0
2624,2374.0
2625,2740.5
2626,3372.0
2627,3722.0
2628,4715.5
2629,4660.5
2630,4529.5
2631,2721.0
2632,1706.0
2633,3636.0
2634,4653.0
2635,4148.0
2636,2535.0
2637,1646.5
2638,5056.5
2639,1326.5
2640,2461.0
2641,4436.0
2642,4982.5
2643,3709.0
2644,2438.0
2645,4183.5
2646,4034.0
2647,3695.5
2648,4101.0
2649,5628.5
2650,5984.0
2651,2893.5
2652,2207.5
2653,4848.5
2654,5729.0
2655,3539.0
2656,2008.0
2657,4708.0
2658,5619.0
2659,5872.0
2660,1462.0
2661,2425.5
2662,4442.0
2663,6122.5
2664,7083.5
2665,1856.0
2666,3686.5
2667,6454.5
2668,2682.5
2669,3869.0
2670,5938.5
2671,5542.0
2672,4982.5
2673,5990.5
2674,5601.0
2675,3760.5
2676,4926.0
2677,4482.0
2678,5974.5
2679,5028.0
2680,4308.0
2681,7769.0
2682,7767.5
2683,7496.5
2684,7642.0
2685,6290.0
2686,2413.0
2687,5969.0
2688,6976.5
2689,7340.5
2690,6846.0
2691,7675.0
2692,6308.0
2693,5671.0
2694,2560.5
2695,6043.5
2696,5801.0
2697,6406.0
2698,7802.5
2699,6225.0
2700,6034.5
2701,3730.5
2702,7228.0
2703,8340.5
2704,8395.0
2705,8207.5
2706,7296.5
2707,7885.5
2708,6810.0
2709,4947.0
2710,3619.0
2711,5744.0
2712,4683.0
2713,7951.0
2714,2341.0
2715,4682.5
2716,4682.5
2717,7622.5
2718,5693.0
2719,6889.0
2720,3834.0
2721,4096.5
2722,5368.0
2723,7643.0
2724,7829.5
2725,7835.0
2726,7703.0
2727,4170.5
2728,6153.0
2729,5774.5
2730,8638.0
2731,7976.0
2732,6350.0
2733,2434.5
2734,3999.0
2735,8305.0
2736,7196.5
2737,7420.5
2738,8116.5
2739,8373.5
2740,8326.0
2741,8457.5
2742,8429.0
2743,8452.5
2744,8445.5
2745,8151.5
2746,5914.5
2747,7565.0
2748,7560.0
2749,6146.0
2750,5766.5
2751,5811.0
2752,3134.0
2753,3274.0
2754,4165.5
2755,2352.5
2756,3482.0
2757,4531.5
2758,3029.5
2759,8228.5
2760,8147.5
2761,5380.5
2762,7998.5
2763,6083.5
2764,4003.0
2765,8099.0
2766,8051.0
2767,7925.0
2768,7802.5
2769,5526.0
2770,7190.5
2771,5565.5
2772,3784.0
2773,2487.5
2774,4918.5
2775,6468.5
2776,7404.0
2777,7585.0
2778,2753.0
2779,6892.5
2780,7211.0
2781,6978.0
2782,3839.5
2783,4527.5
2784,3977.5
2785,4854.5
2786,1664.5
2787,4945.5
2788,6393.5
2789,6904.0
2790,6955.0
2791,6239.0
2792,5557.5
2793,6662.0
2794,6707.5
2795,6633.0
2796,6442.0
2797,5103.5
2798,6440.0
2799,6360.0
2800,5670.5
2801,3749.5
2802,5455.5
2803,4787.0
2804,6184.5
2805,6104.0
2806,6196.5
2807,6074.0
2808,5978.0
2809,4524.5
2810,1618.0
2811,2684.5
2812,4330.5
2813,2125.5
2814,2996.0
2815,2878.5
2816,5217.5
2817,3297.5
2818,3756.0
2819,4687.5
2820,3359.0
2821,5082.5
2822,4169.0
2823,4561.5
2824,4514.5
2825,3356.5
2826,2498.5
2827,970.0
2828,2183.5
2829,1477.0
2830,2689.5
2831,2861.0
2832,3856.5
2833,1690.0
2834,2048.0
2835,1916.0
2836,808.0
2837,2176.0
2838,2369.0
2839,2425.5
2840,2501.0
2841,2476.0
2842,1613.0
2843,1882.5
2844,1428.5
2845,1301.5
2846,1668.0
2847,2049.0
2848,2044.0
2849,3360.5
2850,3584.0
2851,749.0
2852,3495.5
2853,3317.5
2854,3168.5
2855,3094.0
2856,1081.0
2857,2279.0
2858,2050.5
2859,2308.0
2860,2531.0
2861,2532.0
2862,1582.5
2863,1881.0
2864,1163.0
2865,1317.5
2866,1400.0
2867,858.5
2868,2622.5
2869,2242.0
2870,373.5
2871,2568.5
2872,1715.5
2873,747.5
2874,470.0
2875,880.0
2876,315.0
2877,1372.5
2878,2016.5
2879,2134.0
2880,2275.5
2881,2308.0
2882,844.5
2883,2323.0
2884,423.5
2885,1810.0
2886,401.5
2887,1214.0
2888,364.0
2889,1038.5
2890,399.0
2891,385.5
2892,1487.5
2893,929.0
2894,1159.5
2895,1179.0
2896,2056.0
2897,833.5
2898,1664.5
2899,593.0
2900,1370.0
2901,883.0
2902,1325.0
2903,1436.0
2904,613.0
2905,557.0
2906,1367.5
2907,326.0
2908,1378.5
2909,1420.0
2910,807.5
2911,460.0
2912,1389.5
2913,514.5
2914,982.5
2915,386.5
2916,395.5
2917,616.5
2918,1017.5
2919,793.5
2920,1196.5
2921,330.0
2922,364.0
2923,1238.0
2924,977.5
2925,778.0
2926,1437.5
2927,302.5
2928,865.5
2929,1550.5
2930,1491.0
2931,1549.5
2932,1384.0
2933,445.0
2934,1819.5
2935,1005.0
2936,483.5
2937,573.0
2938,905.0
2939,1804.5
2940,2376.0
2941,2481.5
2942,2265.0
2943,1973.5
2944,2425.5
2945,340.5
2946,829.5
2947,2002.5
2948,1512.5
2949,1350.0
2950,1012.0
2951,1464.5
2952,738.5
2953,1385.0
2954,1809.0
2955,1182.5
2956,1247.5
2957,1494.5
2958,616.0
2959,2433.0
2960,1642.0
2961,1697.5
2962,1572.5
2963,2872.0
2964,2838.5
2965,2532.5
2966,3014.5
2967,3004.5
2968,3518.5
2969,1441.0
2970,2294.5
2971,2529.5
2972,2562.5
2973,3231.5
2974,2843.0
2975,2508.0
2976,3240.0
2977,3389.0
2978,3537.0
2979,2541.5
2980,3604.5
2981,1309.5
2982,2938.0
2983,3755.5
2984,3336.0
2985,1788.5
2986,3248.5
2987,3057.5
2988,2727.0
2989,3865.5
2990,2361.5
2991,1691.5
2992,2171.5
2993,3858.0
2994,2647.5
2995,1487.5
2996,4297.5
2997,3041.0
2998,3056.0
2999,2759.5
3000,4653.0
3001,1269.0
3002,3887.5
3003,3654.0
3004,2556.5
3005,4531.0
3006,3675.0
3007,3100.0
3008,4074.5
3009,4298.0
3010,6173.5
3011,6049.0
3012,5385.0
3013,4142.0
3014,2602.0
3015,4662.5
3016,3418.0
3017,4310.0
3018,4883.0
3019,3530.5
3020,6370.0
3021,6417.5
3022,5312.0
3023,4915.5
3024,3356.0
3025,5244.0
3026,4299.0
3027,3222.5
3028,3837.0
3029,5475.0
3030,3625.5
3031,2093.5
3032,3235.0
3033,4753.5
3034,6315.0
3035,6104.0
3036,5284.5
3037,4535.5
3038,5109.0
3039,4986.5
3040,6292.5
3041,5858.5
3042,4232.5
3043,7050.0
3044,6297.0
3045,4636.5
3046,2957.0
3047,4472.0
3048,6595.5
3049,3360.0
3050,6983.5
3051,6155.0
3052,2684.0
3053,5901.5
3054,7392.5
3055,7392.5
3056,7757.5
3057,7275.0
3058,6322.5
3059,4348.0
3060,5600.5
3061,3203.0
3062,3255.0
3063,5842.5
3064,2025.0
3065,2226.5
3066,4851.5
3067,2563.5
3068,4007.5
3069,6884.5
3070,5312.0
3071,2188.5
3072,5722.5
3073,3417.0
3074,5442.0
3075,1741.5
3076,2878.5
3077,6977.5
3078,7525.5
3079,3933.5
3080,2274.0
3081,4932.5
3082,7922.5
3083,8672.5
3084,8773.5
3085,7793.0
3086,8516.0
3087,4892.0
3088,6059.0
3089,8061.5
3090,6977.0
3091,5710.5
3092,5688.5
3093,6703.0
3094,8547.0
3095,8482.5
3096,6387.0
3097,8466.5
3098,8215.0
3099,7296.5
3100,7659.5
3101,7080.5
3102,6285.5
3103,7326.5
3104,4429.5
3105,3473.5
3106,6830.5
3107,8348.0
3108,8540.5
3109,8404.5
3110,8154.5
3111,8654.5
3112,8632.0
3113,8365.5
3114,7237.0
3115,7939.5
3116,8263.0
3117,8305.0
3118,7233.5
3119,7415.5
3120,7946.0
3121,7564.5
3122,3642.5
3123,6762.0
3124,8150.0
3125,7465.5
3126,7186.0
3127,4762.0
3128,7955.0
3129,2568.5
3130,6589.0
3131,7801.5
3132,2654.5
3133,6303.0
3134,7539.5
3135,7580.0
3136,7395.0
3137,6479.5
3138,6626.0
3139,6052.5
3140,5136.5
3141,5723.5
3142,7392.0
3143,6831.5
3144,7093.5
3145,6989.5
3146,6784.0
3147,6706.5
3148,3999.0
3149,2324.5
3150,3376.5
3151,1656.0
3152,3691.0
3153,6766.0
3154,5973.0
3155,3986.0
3156,4395.5
3157,6427.0
3158,3946.5
3159,6489.5
3160,6446.5
3161,4394.0
3162,4147.5
3163,5212.0
3164,5984.5
3165,6256.5
3166,6132.0
3167,5836.0
3168,4992.5
3169,6185.5
3170,6068.0
3171,5970.0
3172,5921.5
3173,5947.5
3174,5836.0
3175,5668.5
3176,5664.0
3177,5124.0
3178,4885.0
3179,4636.0
3180,2295.0
3181,3474.0
3182,2586.5
3183,2566.5
3184,3232.5
3185,4716.0
3186,2273.5
3187,2647.5
3188,3524.0
3189,4793.5
3190,4760.5
3191,3932.5
3192,2395.5
3193,3130.0
3194,1997.5
3195,954.5
3196,2661.5
3197,1408.5
3198,2478.0
3199,2905.5
3200,3960.0
3201,2477.5
3202,3159.5
3203,4167.0
3204,3239.5
3205,2537.0
3206,3565.5
3207,2593.0
3208,2060.5
3209,2970.5
3210,2828.0
3211,2468.5
3212,2254.0
3213,3034.0
3214,3571.0
3215,2378.5
3216,3379.0
3217,2803.5
3218,3321.0
3219,2989.5
3220,2865.5
3221,839.5
3222,1333.5
3223,1288.5
3224,1260.5
3225,1270.0
3226,951.0
3227,2047.0
3228,870.5
3229,631.5
3230,1415.5
3231,861.0
3232,667.5
3233,1348.0
3234,743.5
3235,746.5
3236,1457.0
3237,2575.5
3238,2055.0
3239,1327.5
3240,1406.5
3241,960.5
3242,922.5
3243,972.5
3244,1531.5
3245,1253.0
3246,1906.5
3247,1468.5
3248,623.0
3249,1613.5
3250,597.0
3251,898.5
3252,1258.5
3253,730.0
3254,975.5
3255,1467.0
3256,650.0
3257,1895.5
3258,1680.5
3259,1856.0
3260,479.5
3261,1637.0
3262,847.0
3263,1046.5
3264,685.5
3265,374.0
3266,849.0
3267,823.0
3268,1781.0
3269,2057.0
3270,770.5
3271,957.5
3272,906.0
3273,828.0
3274,402.0
3275,389.0
3276,1015.0
3277,722.5
3278,765.5
3279,845.5
3280,644.5
3281,842.5
3282,846.0
3283,1291.0
3284,732.0
3285,212.5
3286,1408.0
3287,1700.5
3288,346.0
3289,1093.5
3290,1310.0
3291,742.5
3292,1386.5
3293,1556.0
3294,547.5
3295,1766.0
3296,788.0
3297,1242.5
3298,1183.0
3299,1836.5
3300,1249.0
3301,2425.5
3302,2182.5
3303,2280.5
3304,2488.5
3305,1739.0
3306,1856.5
3307,1361.0
3308,1032.5
3309,1109.5
3310,2725.5
3311,852.0
3312,2339.0
3313,2034.0
3314,1359.0
3315,2401.5
3316,1837.5
3317,2378.0
3318,2880.5
3319,2667.5
3320,874.0
3321,1708.0
3322,2115.5
3323,1408.5
3324,1499.0
3325,532.5
3326,2009.0
3327,1460.0
3328,2434.5
3329,1830.0
3330,2822.5
3331,1885.5
3332,1454.0
3333,3100.0
3334,2551.0
3335,3454.0
3336,2808.5
3337,1265.5
3338,1083.5
3339,2717.0
3340,2575.5
3341,2906.0
3342,1622.0
3343,1779.0
3344,991.0
3345,3133.0
3346,3124.5
3347,3488.5
3348,1637.5
3349,4425.0
3350,1731.0
3351,3456.5
3352,2580.5
3353,1526.5
3354,4855.5
3355,4861.0
3356,4135.5
3357,1992.0
3358,2088.5
3359,2854.5
3360,2680.0
3361,4033.0
3362,2376.5
3363,1947.5
3364,3365.5
3365,3179.5
3366,2724.0
3367,3408.0
3368,3258.5
3369,3562.5
3370,2626.0
3371,1467.0
3372,5163.5
3373,3588.0
3374,2687.0
3375,2339.0
3376,4212.0
3377,4312.0
3378,5926.5
3379,5789.5
3380,6388.0
3381,4558.0
3382,1994.0
3383,3411.0
3384,5205.5
3385,2767.5
3386,1604.0
3387,4275.5
3388,4112.0
3389,3912.0
3390,6116.0
3391,3795.0
3392,5682.0
3393,6789.0
3394,7209.5
3395,7299.0
3396,4705.5
3397,4905.0
3398,7243.5
3399,4203.5
3400,4055.5
3401,3256.0
3402,3260.0
3403,4987.5
3404,5991.5
3405,6084.0
3406,3946.5
3407,4165.0
3408,1572.5
3409,3935.0
3410,4190.5
3411,5254.0
3412,7087.0
3413,7872.5
3414,5193.0
3415,6318.5
3416,5952.5
3417,1897.0
3418,6637.5
3419,7646.0
3420,7516.0
3421,7850.0
3422,7529.5
3423,4538.0
3424,7670.5
3425,8089.5
3426,8181.0
3427,8086.0
3428,8294.0
3429,8340.5
3430,6884.0
3431,8028.0
3432,8427.5
3433,8058.5
3434,8220.5
3435,7474.0
3436,6094.5
3437,4905.5
3438,6423.5
3439,4645.0
3440,2003.0
3441,2719.0
3442,3147.0
3443,6516.5
3444,5431.0
3445,3468.0
3446,4056.5
3447,6131.0
3448,4302.5
3449,4464.0
3450,7886.5
3451,5342.0
3452,4320.0
3453,5830.5
3454,4728.0
3455,4410.0
3456,6632.5
3457,7019.5
3458,7449.0
3459,8244.5
3460,4363.5
3461,8676.5
3462,8658.0
3463,8720.0
3464,8725.5
3465,8731.0
3466,8716.0
3467,8651.0
3468,8588.5
3469,8279.0
3470,7783.5
3471,3770.5
3472,5600.5
3473,3342.5
3474,6717.0
3475,5761.0
3476,4739.5
3477,2147.5
3478,3455.5
3479,7581.5
3480,8304.0
3481,8312.0
3482,7353.0
3483,7790.0
3484,8255.5
3485,7759.0
3486,8047.5
3487,7750.5
3488,6593.5
3489,7440.5
3490,7477.0
3491,7676.0
3492,7766.0
3493,7725.0
3494,7651.5
3495,7082.0
3496,7448.0
3497,7119.0
3498,6008.0
3499,7165.5
3500,6658.0
3501,6489.5
3502,2005.5
3503,2094.5
3504,5331.5
3505,5762.5
3506,6929.5
3507,5444.0
3508,4406.5
3509,4482.5
3510,4112.0
3511,3965.5
3512,6757.5
3513,6289.5
3514,6907.5
3515,6643.5
3516,6791.0
3517,3758.5
3518,5893.0
3519,6846.5
3520,6911.0
3521,4269.0
3522,6624.5
3523,6604.5
3524,2738.0
3525,4509.0
3526,4042.5
3527,6035.0
3528,5181.0
3529,6099.0
3530,5253.5
3531,4448.0
3532,2495.5
3533,3425.5
3534,4607.5
3535,5055.0
3536,4473.5
3537,5259.5
3538,5789.5
3539,5603.0
3540,2884.0
3541,3594.0
3542,4881.5
3543,1863.0
3544,3721.0
3545,5328.0
3546,2504.0
3547,5451.5
3548,5153.5
3549,5008.5
3550,4866.5
3551,3900.5
3552,4987.0
3553,5078.5
3554,5001.5
3555,2582.0
3556,3291.5
3557,2479.5
3558,3455.5
3559,2630.5
3560,3439.0
3561,2831.5
3562,3504.0
3563,4336.5
3564,2953.5
3565,3952.0
3566,3694.5
3567,3504.0
3568,4002.5
3569,3295.5
3570,1625.0
3571,2612.0
3572,1182.5
3573,2687.0
3574,1593.5
3575,2180.0
3576,2654.0
3577,2311.0
3578,2227.5
3579,1271.5
3580,731.5
3581,3295.5
3582,1373.0
3583,1174.5
3584,2150.0
3585,1979.0
3586,940.0
3587,1112.5
3588,1818.5
3589,2827.0
3590,2563.5
3591,2461.5
3592,2352.5
3593,283.5
3594,1649.0
3595,1132.5
3596,1816.0
3597,623.5
3598,2087.0
3599,1771.0
3600,2087.5
3601,1654.5
3602,1958.0
3603,736.0
3604,992.5
3605,1381.5
3606,2023.5
3607,758.5
3608,610.0
3609,1393.0
3610,1526.0
3611,1756.5
3612,1760.0
3613,1286.0
3614,237.0
3615,1683.5
3616,1054.0
3617,1596.0
3618,618.0
3619,1007.5
3620,2101.5
3621,1656.0
3622,1960.0
3623,1763.5
3624,1630.5
3625,1798.0
3626,1920.0
3627,1920.0
3628,1808.5
3629,1221.0
3630,615.5
3631,1439.5
3632,838.5
3633,419.5
3634,380.5
3635,505.5
3636,767.0
3637,1057.0
3638,624.5
3639,565.0
3640,1622.0
3641,609.5
3642,888.0
3643,1872.0
3644,1858.0
3645,1018.5
3646,1679.0
3647,405.5
3648,1184.5
3649,188.5
3650,761.5
3651,1402.0
3652,991.5
3653,1099.5
3654,261.5
3655,359.5
3656,1035.5
3657,702.0
3658,790.0
3659,1137.0
3660,484.5
3661,853.0
3662,987.0
3663,1262.0
3664,304.0
3665,829.0
3666,414.0
3667,1279.0
3668,1239.0
3669,678.5
3670,1974.0
3671,875.5
3672,2167.0
3673,326.5
3674,1622.5
3675,1891.5
3676,1803.0
3677,1599.5
3678,1206.5
3679,850.5
3680,1895.5
3681,715.0
3682,1797.5
3683,1303.0
3684,1159.5
